TS938.4 轻工业、手工业;工艺美术制品工业;民间工艺美术制品;木偶制作;
TQ054+.9 一般性问题;化工机械与仪器、设备;化工用炉灶、化工窑;炉窑附属设备;
TF748.91 工业技术;冶金工业;炼钢;炼钢炉;回转炉;
TF806.12 冶金工业;一般性问题;有色冶金炉;烧结用炉;回转炉;
U213.5+2 铁路运输;铁路线路工程;线路构造;钢轨联接及扣件;螺栓;
O363.2 力学;流体力学;物理-化学流体动力学;界面和毛细流动;
TH132.44 机械工业;机械零件及传动装置;机械传动机构;啮合传动;蜗轮蜗杆传动;
TH132.429 机械工业;机械零件及传动装置;机械传动机构;啮合传动;齿轮及齿轮传动;其他齿轮;
TH132.2+2 机械工业;机械零件及传动装置;机械传动机构;摩擦传动;摩擦分合装置;
E951.4 军事技术;军事工程;工程技术一般作业;伪装;
TJ765.2 工业技术;武器工业;火箭、导弹;导弹;制导与控制;飞行控制系统;
U464.232 汽车工程;汽车发动机;旋转活塞式发动机;部件;密封结构;
U463.65+4 汽车工程;汽车结构部件;电气设备及附件;照明与信号系统;转向信号装置;
U463.7+9 公路运输;汽车工程;汽车结构部件;仪表;指示信号灯;
U463.65+5 汽车工程;汽车结构部件;电气设备及附件;照明与信号系统;停刹车信号装置;
TK513.1 能源与动力工程;特殊热能及其机械;太阳能技术;太阳能转换装置和设备;聚光器;
TK243.1 能源与动力工程;蒸汽动力工程;蒸汽机;构造;滑阀室;
O351.2 力学;流体力学;普通流体力学;流体动力学;
TK474.8 工业技术;能源与动力工程;内燃机;燃气轮机（燃气透平）;压气机部分;
V211.45 航空;基础理论及试验;空气动力学;飞机空气动力学;涵道风扇空气动力学;
TU833+.1 房屋建筑设备;空气调节、采暖、通风及其设备;供热;供热系统和供热设备;
TH133.4 机械、仪表工业;机械零件及传动装置;转动机件;联轴器、离合器;
TU822+.1 建筑科学;房屋建筑设备;房屋卫生技术设备;热水供应设备;热水供应系统;
TU995.2 工业技术;建筑科学;市政工程;城市集中供热;蒸汽系统;
TU995.1 建筑科学;市政工程;城市集中供热;热水系统;
TF713.2 冶金工业;炼钢;转炉炼钢;熔炼过程及操作;冷却;
TJ43+3.5 武器工业;弹药、引信、火工品;引信;定时引信;化学定时引信、电化学定时引信;
U463.33+5.1 公路运输;汽车工程;汽车结构部件;悬挂零部件;减震器（缓冲器）;
U463.64+3 公路运输;汽车工程;汽车结构部件;电气设备及附件;点火系统;火花塞;
TF748.41 工业技术;冶金工业;炼钢;炼钢炉;电炉;电弧炉;
TG232.4 铸造;铸造机械设备;熔炼设备;反射炉;
TN752 无线电电子学;基本电子电路;振荡技术、振荡器;振荡器;
U464.231 公路运输;汽车工程;汽车发动机;旋转活塞式发动机;部件;缸体、缸盖、活塞;
U173.2 交通运输;综合运输;管道运输;管道结构与设计;管件;
V229+.8 航空;飞机构造与设计;航空机械元件、标准件、型材;焊接接头;
U464.17 汽车发动机;往复式发动机;各种类型往复式发动机;
U464.177 汽车发动机;往复式发动机;各种类型往复式发动机;稀薄燃烧发动机;
TH132.3+1 机械、仪表工业;机械零件及传动装置;机械传动机构;挠性传动;各种材料传动带;
TK413.9 能源与动力工程;内燃机;汽油机;构造;点火系统;
TQ052.7 化工机械与仪器、设备;化学反应过程设备;化工燃烧设备;
TJ65+1 武器工业;水中兵器;深水炸弹及发射装置;各种深水炸弹;
E925.25 武器、军用器材;海军武器;水中武器;深水炸弹;
TJ414.+4 武器工业;弹药、引信、火工品;弹药;炸弹;练习炸弹、试验炸弹;
TH133.4 机械、仪表工业;机械零件及传动装置;转动机件;联轴器、离合器;
U464.17 汽车发动机;往复式发动机;各种类型往复式发动机;
U261.163+.1 机车工程;蒸汽机车;锅炉部分;冷凝系统;冷凝器;
TH133.4 机械、仪表工业;机械零件及传动装置;转动机件;联轴器、离合器;
TK223.5 能源与动力工程;蒸汽动力工程;蒸汽锅炉;锅炉构造;水处理及给水装置;
U464.331+.4 汽车工程;汽车发动机;燃气轮机;燃气轮部分;燃烧室;
TK474+.9 能源与动力工程;内燃机;燃气轮机（燃气透平）;燃烧室;
TJ63+5 武器工业;水中兵器;鱼雷及其发射装置;鱼雷发射装置;
TJ65+5.1 武器工业;水中兵器;深水炸弹及发射装置;火箭式发射装置;
TK229.4 能源与动力工程;蒸汽动力工程;蒸汽锅炉;各种类型锅炉;火管锅炉;
TK223.1 工业技术;能源与动力工程;蒸汽动力工程;蒸汽锅炉;锅炉构造;构件;
TJ61+1.1 武器工业;水中兵器;水雷;各种水雷;触发水雷;
TF734.2 冶金工业;炼钢;平炉炼钢;平炉操作技术;开炉装料;
E924.4 军事技术;武器、军用器材;炮兵武器;加农炮;
TB41 一般工业技术;工业通用技术与设备;爆破技术;
TF542+.5 冶金工业;炼铁;高炉操作;开炉、配料;开炉、装料;
E924.1 军事技术;武器、军用器材;炮兵武器;迫击炮;
TJ31 工业技术;武器工业;火炮;迫击炮;
TJ34 工业技术;武器工业;火炮;加农炮;
TS914.23 五金制品工业;五金制品;日用五金制品;炉灶及灶具;
U464.174 汽车工程;汽车发动机;往复式发动机;各种类型往复式发动机;气体燃料发动机;
TK737 能源与动力工程;水能、水力机械;水轮机;小型水轮机;
TH133.4 机械、仪表工业;机械零件及传动装置;转动机件;联轴器、离合器;
TH133.31+3 机械、仪表工业;机械零件及传动装置;转动机件;轴承;滑动轴承;塑料滑动轴承;
TH133.33+1 机械、仪表工业;机械零件及传动装置;转动机件;轴承;滚动轴承;滚珠轴承;
TH133.33+2 机械、仪表工业;机械零件及传动装置;转动机件;轴承;滚动轴承;滚柱轴承;
TU996.7+1 市政工程;城市燃气供应;燃气管道及设备;贮气设备、贮气罐;
TK269 工业技术;能源与动力工程;蒸汽动力工程;蒸汽轮机;各种类型的蒸汽轮机;
V233.6+11 航空发动机;发动机附件系统;起动系统;原理;电动起动;
U464.142+.1 汽车工程;汽车发动机;往复式发动机;部件、零件;起动系统;电力起动;
TH311 工业技术;机械、仪表工业;泵;叶片式泵;离心泵;
TH133.4 工业技术;机械、仪表工业;机械零件及传动装置;转动机件;联轴器、离合器;
TK413.9 能源与动力工程;内燃机;汽油机;构造;点火系统;
TU833+.1 房屋建筑设备;空气调节、采暖及其设备;供热;供热系统和供热设备;
TQ523.1 炼焦化学工业;煤的低温干馏、中温干馏;低温干馏炉与设备;
TJ45+2.3 武器工业;弹药、引信;火工品;引信雷管;电雷管;
TJ45+1.2 武器工业;弹药、引信;火工品;火帽、底火;底火火帽;
TK223.1 能源与动力工程;蒸汽动力工程;蒸汽锅炉;锅炉构造;构件;
TK227.8 能源与动力工程;蒸汽动力工程;蒸汽锅炉;运行;炉内给、排水处理;
TQ573+.4 化学工业;感光材料工业;机械与设备;干燥设备;
TM623.8 电工技术;发电、发电厂;发电厂;核电厂（核电站）;环境与安全;
TP392 自动化技术、计算机技术;计算技术、计算机技术;计算机的应用;各种专用数据库;
TP323+.2 自动化技术;计算技术、计算机技术;一般计算器和计算机;电子计算器;袖珍计算器;
V241.61+3 航空;航空仪表、航空设备、飞行控制与导航;导航仪表及传感器;航向仪表;天文罗盘;
TP311.5 自动化技术;计算技术、计算机技术;程序设计、软件工程;软件工程;
TL352.1 原子能技术;核反应堆工程;反应堆部件及其设计、制造;燃料元件和组件;结构及设计;
TN141.3 无线电电子学、电信技术;真空电子技术;电子束器件、X射线管、阴极射线管;显示器件;电视显像管;
TL91 工业技术;原子能技术;核爆炸;
V211.754 航空、航天;航空;基础理论及试验;空气动力学;实验空气动力学;风洞;风洞部件;
TB854+.11 摄影技术;摄影机具与设备;暗房设备、洗印设备;暗房设备;显影机;
TM933.4 电工技术;电气测量技术及仪器;电数量的测量及仪表;电能测量、电度表;
[TP334.5] 自动化技术;计算技术、计算机技术;电子数字计算机;外部设备;外存储器;
J624.3 音乐;器乐理论与演奏法;键盘、簧乐理论和演奏法;手风琴;
TN919.81 无线电电子学、电信技术;通信;图像通信、多媒体通信;图像编码;
TP317.1 自动化技术、计算机技术;计算技术、计算机技术;计算机软件;程序包（应用软件）;办公自动化系统;
TP277 自动化技术、计算机技术;自动化技术及设备;自动化系统;监视、报警、故障诊断系统;
P216+.2 测绘学;普通测量学、地形测量学;高程测量;气压高程测量;
O432.2 物理学;光学;光辐射、光度学、色度学;光度学（测光学）;
TH811 机械、仪表工业;仪器、仪表;热工量的测量仪表;温度测量仪表;
TL64 工业技术;原子能技术;受控热核反应;热核反应堆;
P111.47 天文学;天文观测设备与观测资料;天文仪器;天体物理仪器;干涉仪;
TP332.2 计算机技术;计算技术、计算机技术;电子数字计算机;运算器和控制器（CPU）;运算器;
TP342+.2 计算机技术;计算技术、计算机技术;电子模拟计算机;运算放大器和控制器;运算器;
O351.2 数理科学和化学;力学;流体力学;普通流体力学;流体动力学;
TB863 一般工业技术;摄影技术;各种摄影技术;立体摄影;
TB853.1+4 摄影技术;摄影机具与设备;摄影设备;摄影机;立体摄影机;
O536 物理学;等离子体物理学;辐射与测量;
TL818+.5 原子能技术;辐射探测技术;辐射探测技术;辐射剂量计;化学剂量计和生物剂量计;
TL818+.7 原子能技术;辐射探测技术;辐射探测技术;辐射剂量计;发光剂量计;
O571.55+1 物理学;原子核物理学;中子物理;中子截面;吸收截面;
TK513.1 太阳能技术;太阳能转换装置和设备;聚光器;
O657.5 数理科学和化学;化学;分析化学;仪器分析法（物理及物理化学分析法）;超声波分析法;
TS953.52 工业技术;轻工业、手工业;其他轻工业、手工业;乐器制造工业;电乐器;电振荡乐器;
TN912.33 电声技术和语音信号处理;语音信号处理;语音合成;
TN958.98 无线电电子学、电信技术;雷达;雷达：按体制分;光学定位雷达、激光雷达;
[TP334.5] 自动化技术、计算机技术;电子数字计算机;外存储器;
G614 教育;教育;学前教育、幼儿教育;教具;
TP334.2 计算机技术;计算技术、计算机技术;电子数字计算机;外部设备;输入设备;
TH85+1 机械、仪表工业;仪器、仪表;显示仪表;直接指示仪;
{TF345.04} 炼钢机械与生产自动化;炼钢生产自动化;炉料和钢水自动称量;
TL816+.3 粒子探测技术、辐射探测技术;中子和其他辐射探测器;中子探测器;
O536 数理科学和化学;物理学;等离子体物理学;辐射与测量;
P414.8+1 大气科学（气象学）;大气探测仪器及设备;湿度测定仪器;湿度计;
P414.9+5 大气科学（气象学）;云和降水测定仪器;雨量器、雨量计、量雪尺;
P49 地球科学;大气科学（气象学）;应用气象学;
TM925.91 电气化、电能应用;家用电器及其他电器设备;其他电器;家用报警器;
TH137.52+2 液压传动;液压元件;液压控制阀;流量控制阀;
TB84 工业技术;一般工业技术;摄影技术;感光材料;
TL815+.4 原子能技术;粒子探测技术、辐射探测技术与核仪器仪表;粒子径迹探测器;闪烁室;
TL815+.2 原子能技术;粒子探测技术、辐射探测技术与核仪器仪表;粒子径迹探测器;云雾室;
TL815+.3 原子能技术;粒子探测技术、辐射探测技术与核仪器仪表;粒子径迹探测器;气泡室;
[P128.4] 天文学、地球科学;天文学;天体测量学;实用天文学;天文导航;
[TN967.6] 无线电电子学;无线电导航;导航系统;宇宙飞行器导航系统;
TN965.8 无线电电子学;无线电导航;导航设备、导航台;导航计算机;
TB921 一般工业技术;计量学;几何量计量;长度计量;
TB934 工业技术;一般工业技术;计量学;力学计量;速度与加速度计量;
TQ584+.2 化学工业;磁性记录材料工业;原材料及辅助物料;载体;
TM503+.3 电工技术;电器;一般性问题;结构;双金属片;
O329 数理科学和化学;力学;振动理论;振动测量技术;
P315.02 地球物理学;固体地球物理学;地震学;理论与方法;物理地震学;
P315.63 地球科学;地球物理学;固体地球物理学;地震学;测震学;地震观测结果的解释与处理;
TH711 仪表工业;仪器、仪表;计量仪器;长度计量仪器;
TH824 机械、仪表工业;仪器、仪表;力学量测量仪表;速度测量仪表;
P111.6 天文学;天文观测设备与观测资料;天文仪器;天象仪;
TH74 工业技术;机械、仪表工业;仪器、仪表;光学仪器;
TB854+.22 摄影技术;摄影机具与设备;洗印设备;洗印设备;印片机;
TL342 原子能技术;核反应堆工程;反应堆材料及其性能;慢化剂和反射层材料;
TM714.2 电工技术;输配电工程、电力网及电力系统;负荷分析;电压调整;
J624.1 音乐;器乐理论与演奏法;键盘、簧乐理论;钢琴;
TS953.33 其他轻工业、手工业;乐器制造工业;西乐器;弓弦乐器;
TM916.2 工业技术;电工技术;独立电源技术（直接发电）;磁流体发电;磁流体发电装置;
TM925.91 电工技术;电气化、电能应用;家用电器及其他电器设备;其他电器;家用报警器;
TH132.41 机械、仪表工业;机械零件及传动装置;机械传动机构;啮合传动;齿轮及齿轮传动;
TB853.1 一般工业技术;摄影技术;摄影机具与设备;摄影设备;摄影机;
TB84 工业技术;一般工业技术;摄影技术;感光材料;
TN751.2 无线电电子学、电信技术;基本电子电路;振荡技术、振荡器;振荡技术;谐振;
TL38+4 原子能技术;核反应堆工程;反应堆运行与维修;核燃料管理;
P234.1 测绘学;摄影测量学与测绘遥感;非地形摄影测量;近影摄影测量;
TN629.1 无线电电子学、电信技术;电子元件、组件;微波传输控制元件;空腔谐振器;
[TU198+.3] 建筑科学;建筑勘测;建筑工程测量及制图;摄影测量;
TH755 机械、仪表工业;仪器、仪表;天文仪器;天象仪;
P287 地球科学;测绘学;地图制图学（地图学）;地图模型、地球仪;
U464.134+.3 往复式发动机;部件、零件;配气机构;气门及驱动机构;
TS953.23 其他轻工业、手工业;乐器制造工业;中国民族乐器;弓弦乐器;
TH133.3 机械、仪表工业;机械零件及传动装置;转动机件;轴承;
TB853.3 一般工业技术;摄影技术;摄影机具与设备;摄影设备;特技摄影装置;
TB852.1 一般工业技术;摄影技术;摄影机具与设备;照相设备与复制设备;照相机;
TS953.33 其他轻工业、手工业;乐器制造工业;西乐器;弓弦乐器;
TN752.8 基本电子电路;振荡技术、振荡器;振荡器;机械振荡器;
TM933.3+1 电气测量技术及仪器;电数量的测量及仪表;功率测量及仪器;功率因数测量、功率因数表;
TM933.3+2 电气测量技术及仪器;电数量的测量及仪表;功率测量及仪器;输入、输出功率测量;
V244.1+1 航空设备、飞行控制与导航;防护设备及其技术;防护设备;防撞击设备;
TH742 机械、仪表工业;仪器、仪表;光学仪器;显微镜;
P631.1+21 地球科学;地质、矿产普查与勘探;地球物理勘探;重力勘探;方法;振摆测量;
TH724 机械、仪表工业;坐标器、计算机具、计数器;计数器;
TP273+.5 自动化系统;自动控制、自动控制系统;计算机控制、计算机控制系统;
TS953.36 其他轻工业、手工业;乐器制造工业;西乐器;打击乐器;
TS953.25 其他轻工业、手工业;乐器制造工业;中国民族乐器;打击乐器;
J625.5 音乐;器乐理论与演奏法;打击乐理论和演奏法;小鼓、大鼓;
TS959.6+1 其他轻工业、手工业;眼镜及其制造;普通眼镜;
P182.3+4 天文学;太阳系;太阳物理学;太阳光谱;分光光度测量;
TN943.5 无线电电子学、电信技术;电视信号的传输;电视信号的光波传送系统、光放大器传输系统;
U463.65+5 公路运输;汽车工程;电气设备及附件;照明与信号系统;停刹车信号装置;
O436.3 物理学;光学;物理光学（波动光学）;偏振与色散;
TL46 原子能技术;各种核反应堆;裂变、聚变混合反应堆;
TK313 能源与动力工程;热工量测;量测技术及仪表;流量量测;
TB851+.7 一般工业技术;摄影技术;摄影机具与设备;光学镜头、滤光器;滤光器;
TB852.1 一般工业技术;摄影技术;摄影机具与设备;照相设备与复制设备;照相机;
J624.2 音乐;器乐理论与演奏法;键盘、簧乐理论和演奏法;风琴、管风琴;
TL91 工业技术;原子能技术;核爆炸;
[TP334.5] 计算机技术;计算技术、计算机技术;电子数字计算机;外部设备;外存储器;
[TL48] 原子能技术;各种核反应堆、核电厂;核电厂（核电站）;
TL941+.1 原子能技术;放射性废物管理及综合利用;放射性废物及其处理;液体放射性废物与处理;
TL941+.3 原子能技术;放射性废物管理及综合利用;放射性废物及其处理;固体放射性废物与处理;
F713.81 商品流通与市场;广告;广告策划与制作;
TN942.2+2 无线电电子学;电视;电视光学;摄像光学系统;分光棱镜;
TP342+.1 计算机技术;计算技术、计算机技术;电子模拟计算机;运算放大器和控制器;运算放大器;
TP338 计算机技术;电子数字计算机;各种电子数字计算机;
TH811 机械、仪表工业;仪器、仪表;热工量的测量仪表;温度测量仪表;
TH812 仪表工业;仪器、仪表;热工量的测量仪表;压力仪表;
TH724 仪表工业;仪器、仪表;计算机具、计数器;计数器;
TU991.11+1 给水工程;取水工程;水源;水源勘测;
TN912.34 电声技术和语音信号处理;语音信号处理;语音识别;
TN912.35 通信;电声技术和语音信号处理;语音信号处理;语音增强;
TM552 电工技术;电器;电感器、线圈、扼流圈;磁芯电感线圈;
TM923.31 电工技术;电气化、电能应用;电气照明;灯泡、灯管;白热灯泡、白炽灯;
TN916.4 无线电电子学、电信技术;通信;电话;电话交换、电话交换机;
TN945+.7 无线电电子学、电信技术;电视;电视同步系统;多节目源电视系统的同步;
TN722.5 无线电电子学、电信技术;基本电子电路;放大技术、放大器;放大器;放大器：按工作原理分;
TN782+.4 无线电电子学、电信技术;基本电子电路;脉冲技术、脉冲电路;脉冲的产生、脉冲发生器;间歇振荡器;
TN943.6 无线电电子学、电信技术;电视;电视信号的传输;闭路电视系统;
TM912.2 工业技术;电工技术;独立电源技术（直接发电）;蓄电池;碱性蓄电池;
TN919.6+5 无线电电子学、电信技术;通信;数据通信;各种数据传输系统;数据交换系统;
TN915.07 无线电电子学、电信技术;通信;通信网;一般性问题;网络管理;
TM581.3 工业技术;电工技术;电器;继电器;电继电器;电磁继电器;
U264.1+1 铁路运输;机车工程;电力机车;牵引电动机;直流牵引电动机;
TM26+5 工业技术;电工技术;电工材料;超导体、超导体材料;超导磁铁;
TN41 工业技术;无线电电子学、电信技术;微电子学、集成电路（IC）;印刷电路;
TM331+.1 工业技术;电工技术;电机;直流电机;励磁直流电机;串励直流电机;
TN135+.2 无线电电子学;真空电子技术;气体放电器件;脉冲放电管;电晕放电管;
TH724 工业技术;机械、仪表工业;仪器、仪表;坐标器、计算机具、计数器;计数器;
TM32 工业技术;电工技术;电机;电动机（总论）;
TM31 电工技术;电机;发电机、大型发电机组（总论）;
[TN761.91] 无线电电子学、电信技术;基本电子电路;调制技术与调制器;增量调制;
TM564.4 电工技术;电器;开关电器、断路器;各种开关;旋转和滑动开关;
TN949.12 无线电电子学、电信技术;电视;电视：按体制分;彩色电视;
TN814+.7 无线电设备;馈线设备（传输线和波导）;波导、波导管、波导传输线;各种结构形式的波导;
TN111 无线电电子学;真空电子技术;电子管;二极管;
TN713+.2 无线电电子学;基本电子电路;滤波技术、滤波器;谐振体;
TN623 无线电电子学;电子元件、组件;移相器、铁氧体移相器;
TM273 电工技术;电工材料;磁性材料、铁氧体;永磁材料、永久磁铁;
TM503+.1 电工技术;电器;一般性问题;结构;电磁结构（电磁铁）;
TM574.3 电工技术;电器;控制器、接触器、起动器、电磁铁;电磁铁;制动电磁铁;
TM532.1 电工技术;电器;电容器;电容器:按结构分;卷式电容器;
TM532.3 电工技术;电器;电容器;电容器:按结构分;固定式电容器;
TM581.3 电工技术;电器;继电器;电继电器;电磁继电器;
TN641+.2 电信技术;电子元件、组件;电声器件;传声器;电容式传声器;
TN116 工业技术;无线电电子学、电信技术;真空电子技术;电子管;复合管;
TM303.6 电工技术;电机;一般性问题;电机结构及部件;机壳;机罩;机座;
TM305.1 电工技术;电机;电机制造工艺及设备;一般制造工艺;
TM431 电工技术;变压器、变流器;变压器：按频率分;音频变压器、成声变压器;
TM451+.1 电工技术;变压器、变流器及电抗器;互感器;电压互感器;单相电压互感器;
TM452+.92 电工技术;变压器、变流器;互感器;电流互感器;直流电流互感器;
TM452+.92 电工技术;变压器、变流器及电抗器;互感器;电流互感器;直流电流互感器;
TM32 工业技术;电工技术;电机;电动机（总论）;
TM313 电工技术;电机;发电机、大型发电机组;永磁发电机;
TM305.3 电工技术;电机;一般性问题;电机制造工艺及设备;电机的平衡;
TM541 电工技术;电器;电阻器、电位器;固定电阻器;
TN912.11 电信技术;通信;电声技术;电声学;传输系统;
TN919.6+4 电信技术;通信;数据通信;各种数据传输系统;数字数据传输系统;
TN943.4 无线电电子学、电信技术;电视;电视信号的传输;电视信号的红外线传输系统;
TN851 无线电电子学;无线电设备;接收设备、无线电收音机;接收机：按形式分;
TN917.61 电信技术;通信;电报中继及交换;中继器;
U285.21+1 铁路通信;无线通信;铁路移动无线通信;列车无线通信及设备;接口;
TN63+1.1 电子元件、组件;微波过渡元件;换向开关;同轴换向开关;
R764.5 耳科学、耳疾病;病理听力学及助听器;
TN944+.2 无线电电子学、电信技术;电视;电视扫描系统;非线性扫描系统;
TN918.8+2 电信技术;通信;通信保密与通信安全;保密通信:按传输线路分;无线保密通信;
TN918.91 无线电电子学、电信技术;通信;通信保密与通信安全;通信安全技术;
TN722 无线电电子学、电信技术;基本电子电路;放大技术、放大器;放大器;
TM246+.1 电工材料;导电材料及其制品;电气装备用电线电缆;通用电线电缆;
TM249.4 电工材料;导电材料及其制品;特种电缆;低温、超低温电缆;
P756.1 海洋学;海洋工程;海下工程;水下电缆;
TM351 电工技术;电机;特殊电机;永磁电机;
TM581.3 工业技术;电工技术;电器;继电器;电继电器;电磁继电器;
TM923.47 电工技术;电气化、电能应用;电气照明;照明器;探照灯;
TM923.48 电工技术;电气化、电能应用;电气照明;照明器;指示灯;
TN713+.2 无线电电子学;基本电子电路;滤波技术、滤波器;谐振体;
TN305.2 无线电电子学、电信技术;半导体技术;一般性问题;半导体器件制造工艺及设备;表面处理;
TN87 无线电电子学、电信技术;无线电设备、电信设备;终端设备;
TN876.4 无线电电子学、电信技术;终端设备;同步装置;
TN629.1 无线电电子学;电子元件、组件;微波传输控制元件;空腔谐振器;
{TN815} 无线电设备、电信设备;传输线和波导;空腔谐振器、谐振腔;
TM411+.4 电工技术;变压器、变流器;电力变压器;油浸式电力变压器;成套变电站用变压器;
TM313 电工技术;电机;发电机、大型发电机组（总论）;永磁发电机;
TN786+.4 无线电电子学、电信技术;基本电子电路;脉冲变换、脉冲变换电路;脉冲限幅;
TM144 工业技术;电工技术;电工基础理论;磁路;永久磁铁磁路;
U224.2+7 电气化铁路;牵引变电所、变电设备;变电所一次设备;母线;
TM553 电工技术;电器;电感器、线圈、扼流圈;固定电感线圈;
TN132 无线电电子学、电信技术;真空电子技术;气体放电器件;冷阴极气体放电管;
TN622+.2 无线电电子学、电信技术;电子元件、组件;微波传输控制元件;波导定向耦合器;
TN814+.7 无线电电子学、电信技术;传输线和波导;波导、波导管、波导传输线;
TN787+.1 基本电子电路;脉冲电路;脉冲调制;脉冲幅度调制;
TM541 工业技术;电工技术;电器;电阻器、电位器;固定电阻器;
U264.7+3 交通运输;铁路运输;机车工程;电力机车;保护装置;过负荷保护;
TN948.41 无线电电子学、电信技术;电视;电视设备;电视节目制作设备;摄像机;
TN782 无线电电子学;基本电子电路;脉冲技术、脉冲电路;脉冲的产生、脉冲发生器;
TN248.4 无线电电子学;光电子技术、激光技术;激光技术、微波激射技术;激光器;半导体激光器;
TN365 无线电电子学;半导体技术;半导体光电器件;半导体激光器件;
TN379 无线电电子学、电信技术;半导体技术;半导体热电器件、热敏电阻;敏感器件;
TM561.1 电工技术;电器;开关电器、断路器;断路器;空气断路器、压缩空气断路器;
TM216 电工技术;电工材料;绝缘材料、电介质及其制品;绝缘子和套管;
TN643+.8 无线电电子学、电信技术;电子元件、组件;电声器件;扬声器;立体声扬声器;
TM643 电工技术;发电、发电厂;配电设备和电气接线;开关设备;
TN722.5 无线电电子学、电信技术;基本电子电路;放大技术、放大器;放大器;
TM563+.1 电工技术;电器;开关电器、断路器;熔断器、保险丝装置;限流熔断器;
TN379 无线电电子学、电信技术;导体技术;半导体热电器件、热敏电阻;敏感器件;
TN135+.1 真空电子技术;气体放电器件、离子管;脉冲放电管;火花放电管;
TM541 电工技术;电器;电阻器、电位器;固定电阻器;
TN919.82 电信技术;通信;图像通信、多媒体通信;图像终端、多媒体终端;
TN772 基本电子电路;倍频器、分频器、变频器;分频器;
TM563 电工技术;电器;开关电器、断路器;熔断器、保险丝装置;
TN722 无线电电子学、电信技术;基本电子电路;放大技术、放大器;放大器;
TM563 电工技术;电器;开关电器、断路器;熔断器、保险丝装置;
TM563+.1 电工技术;电器;开关电器、断路器;熔断器、保险丝装置;限流熔断器;
TN629.1 无线电电子学、电信技术;电子元件、组件;微波传输控制元件;空腔谐振器;
TN929.5 无线电电子学、电信技术;无线通信;移动通信;
TM923.32 电工技术;电气化、电能应用;电气照明;灯泡、灯管;气体放电灯;
TM923.31 电气化、电能应用;电气照明;灯泡、灯管;白热灯泡、白炽灯;
TN14 无线电电子学、电信技术;真空电子技术;X射线管、阴极射线管;
TM26 工业技术;电工技术;电工材料;超导体、超导体材料;
TM383.1 电工技术;电机;微电机;控制用微电机;自整角机;
TM552 电器;电感器、线圈、扼流圈;磁芯电感线圈;
TN787 无线电电子学、电信技术;基本电子电路;脉冲技术、脉冲电路;脉冲调制、解调，脉冲调制器;
TP331.1 计算机技术;电子数字计算机;基本电路;逻辑电路;
[TM131.5] 电工技术;电工基础理论;电路理论;线性电路;逻辑电路;
TN79+1 电信技术;基本电子电路;数字电路;逻辑电路;
TL54+2.1 工业技术;原子能技术;加速器;循环加速器;回旋加速器;等时性回旋加速器;
TL54+4 工业技术;原子能技术;加速器;循环加速器;同步加速器;
TN243 工业技术;无线电电子学、电信技术;光电子技术、激光技术;激光技术、微波激射技术;激光器结构;
TN711.2 无线电电子学、电信技术;基本电子电路;网络;有源网络;
TM411+.3 变压器;电力变压器;油浸式电力变压器;自耦变压器;
TN787+.1 基本电子电路;脉冲技术、脉冲电路;脉冲调制、解调，脉冲调制器;脉冲幅度调制;
TN713+.1 基本电子电路;滤波技术、滤波器;各形滤波器;
U228.3+1 电气化铁道的干扰与防干扰;对无线电设备的干扰及防护;对机场通信的干扰及防护;
TN973.3 电信技术;电子对抗（干扰及抗干扰）;反干扰;抗干扰技术;
TN918.91 无线电电子学、电信技术;通信;通信保密与通信安全;通信安全技术;
TM923.31 电工技术;电气化、电能应用;电气照明;灯泡、灯管;白热灯泡、白炽灯;
TN820.8 无线电电子学、电信技术;无线电设备、电信设备;天线;天线辅助设备;
TN643+.2 无线电电子学、电信技术;电子元件;电声器件;扬声器;电动扬声器;
TN641+.1 无线电电子学、电信技术;电声器件;传声器;变阻式传声器;
TN642+.2 无线电电子学、电信技术;电子元件、组件;电声器件;受话器;电动受话器;
