TS938.4 轻工业、手工业;工艺美术制品工业;民间工艺美术制品;木偶制作;
TS953.25 其他轻工业、手工业;乐器制造工业;中国民族乐器;打击乐器;
TS959.6+1 其他轻工业、手工业;眼镜及其制造;普通眼镜;
TN943.5 无线电电子学、电信技术;电视信号的传输;电视信号的光波传送系统、光放大器传输系统;
U463.65+5 公路运输;汽车工程;电气设备及附件;照明与信号系统;停刹车信号装置;
O436.3 物理学;光学;物理光学（波动光学）;偏振与色散;
TL46 原子能技术;各种核反应堆;裂变、聚变混合反应堆;
TK313 能源与动力工程;热工量测;量测技术及仪表;流量量测;
TB851+.7 一般工业技术;摄影技术;摄影机具与设备;光学镜头、滤光器;滤光器;
TB852.1 一般工业技术;摄影技术;摄影机具与设备;照相设备与复制设备;照相机;
J624.2 音乐;器乐理论与演奏法;键盘、簧乐理论和演奏法;风琴、管风琴;
TL91 工业技术;原子能技术;核爆炸;
[TP334.5] 计算机技术;计算技术、计算机技术;电子数字计算机;外部设备;外存储器;
[TL48] 原子能技术;各种核反应堆、核电厂;核电厂（核电站）;
TL941+.1 原子能技术;放射性废物管理及综合利用;放射性废物及其处理;液体放射性废物与处理;
TL941+.3 原子能技术;放射性废物管理及综合利用;放射性废物及其处理;固体放射性废物与处理;
F713.81 商品流通与市场;广告;广告策划与制作;
TN942.2+2 无线电电子学;电视;电视光学;摄像光学系统;分光棱镜;
TP342+.1 计算机技术;计算技术、计算机技术;电子模拟计算机;运算放大器和控制器;运算放大器;
TH811 机械、仪表工业;仪器、仪表;热工量的测量仪表;温度测量仪表;
TH812 仪表工业;仪器、仪表;热工量的测量仪表;压力仪表;
TH724 仪表工业;仪器、仪表;计算机具、计数器;计数器;
TU991.11+1 给水工程;取水工程;水源;水源勘测;
TN912.34 电声技术和语音信号处理;语音信号处理;语音识别;
TN912.35 通信;电声技术和语音信号处理;语音信号处理;语音增强;
TM552 电工技术;电器;电感器、线圈、扼流圈;磁芯电感线圈;
TM923.31 电工技术;电气化、电能应用;电气照明;灯泡、灯管;白热灯泡、白炽灯;
TN916.4 无线电电子学、电信技术;通信;电话;电话交换、电话交换机;
TN722.5 无线电电子学、电信技术;基本电子电路;放大技术、放大器;放大器;放大器：按工作原理分;
TM912.2 工业技术;电工技术;独立电源技术（直接发电）;蓄电池;碱性蓄电池;
TN919.6+5 无线电电子学、电信技术;通信;数据通信;各种数据传输系统;数据交换系统;
TN915.07 无线电电子学、电信技术;通信;通信网;一般性问题;网络管理;
TM581.3 工业技术;电工技术;电器;继电器;电继电器;电磁继电器;
U264.1+1 铁路运输;机车工程;电力机车;牵引电动机;直流牵引电动机;
TM26+5 工业技术;电工技术;电工材料;超导体、超导体材料;超导磁铁;
TN41 工业技术;无线电电子学、电信技术;微电子学、集成电路（IC）;印刷电路;
TN135+.2 无线电电子学;真空电子技术;气体放电器件;脉冲放电管;电晕放电管;
TM32 工业技术;电工技术;电机;电动机（总论）;
TM31 电工技术;电机;发电机、大型发电机组（总论）;
[TN761.91] 无线电电子学、电信技术;基本电子电路;调制技术与调制器;增量调制;
TM564.4 电工技术;电器;开关电器、断路器;各种开关;旋转和滑动开关;
TN949.12 无线电电子学、电信技术;电视;电视：按体制分;彩色电视;
TN111 无线电电子学;真空电子技术;电子管;二极管;
TN713+.2 无线电电子学;基本电子电路;滤波技术、滤波器;谐振体;
TN623 无线电电子学;电子元件、组件;移相器、铁氧体移相器;
TM273 电工技术;电工材料;磁性材料、铁氧体;永磁材料、永久磁铁;
TM503+.1 电工技术;电器;一般性问题;结构;电磁结构（电磁铁）;
TM574.3 电工技术;电器;控制器、接触器、起动器、电磁铁;电磁铁;制动电磁铁;
TM532.1 电工技术;电器;电容器;电容器:按结构分;卷式电容器;
TM532.3 电工技术;电器;电容器;电容器:按结构分;固定式电容器;
TM581.3 电工技术;电器;继电器;电继电器;电磁继电器;
TN641+.2 电信技术;电子元件、组件;电声器件;传声器;电容式传声器;
TN116 工业技术;无线电电子学、电信技术;真空电子技术;电子管;复合管;
TM303.6 电工技术;电机;一般性问题;电机结构及部件;机壳;机罩;机座;
TM305.1 电工技术;电机;电机制造工艺及设备;一般制造工艺;
TM431 电工技术;变压器、变流器;变压器：按频率分;音频变压器、成声变压器;
TM451+.1 电工技术;变压器、变流器及电抗器;互感器;电压互感器;单相电压互感器;
TM452+.92 电工技术;变压器、变流器;互感器;电流互感器;直流电流互感器;
TM452+.92 电工技术;变压器、变流器及电抗器;互感器;电流互感器;直流电流互感器;
TM32 工业技术;电工技术;电机;电动机（总论）;
TM305.3 电工技术;电机;一般性问题;电机制造工艺及设备;电机的平衡;
TM541 电工技术;电器;电阻器、电位器;固定电阻器;
TN912.11 电信技术;通信;电声技术;电声学;传输系统;
TN919.6+4 电信技术;通信;数据通信;各种数据传输系统;数字数据传输系统;
TN917.61 电信技术;通信;电报中继及交换;中继器;
U285.21+1 铁路通信;无线通信;铁路移动无线通信;列车无线通信及设备;接口;
TN63+1.1 电子元件、组件;微波过渡元件;换向开关;同轴换向开关;
R764.5 耳科学、耳疾病;病理听力学及助听器;
TN944+.2 无线电电子学、电信技术;电视;电视扫描系统;非线性扫描系统;
TN918.8+2 电信技术;通信;通信保密与通信安全;保密通信:按传输线路分;无线保密通信;
TN918.91 无线电电子学、电信技术;通信;通信保密与通信安全;通信安全技术;
TN722 无线电电子学、电信技术;基本电子电路;放大技术、放大器;放大器;
TM246+.1 电工材料;导电材料及其制品;电气装备用电线电缆;通用电线电缆;
TM249.4 电工材料;导电材料及其制品;特种电缆;低温、超低温电缆;
TM351 电工技术;电机;特殊电机;永磁电机;
TM581.3 工业技术;电工技术;电器;继电器;电继电器;电磁继电器;
TM923.47 电工技术;电气化、电能应用;电气照明;照明器;探照灯;
TM923.48 电工技术;电气化、电能应用;电气照明;照明器;指示灯;
TN713+.2 无线电电子学;基本电子电路;滤波技术、滤波器;谐振体;
TN305.2 无线电电子学、电信技术;半导体技术;一般性问题;半导体器件制造工艺及设备;表面处理;
TN87 无线电电子学、电信技术;无线电设备、电信设备;终端设备;
TN876.4 无线电电子学、电信技术;终端设备;同步装置;
TN629.1 无线电电子学;电子元件、组件;微波传输控制元件;空腔谐振器;
{TN815} 无线电设备、电信设备;传输线和波导;空腔谐振器、谐振腔;
TM411+.4 电工技术;变压器、变流器;电力变压器;油浸式电力变压器;成套变电站用变压器;
TN786+.4 无线电电子学、电信技术;基本电子电路;脉冲变换、脉冲变换电路;脉冲限幅;
TM144 工业技术;电工技术;电工基础理论;磁路;永久磁铁磁路;
U224.2+7 电气化铁路;牵引变电所、变电设备;变电所一次设备;母线;
TM553 电工技术;电器;电感器、线圈、扼流圈;固定电感线圈;
TN622+.2 无线电电子学、电信技术;电子元件、组件;微波传输控制元件;波导定向耦合器;
TN814+.7 无线电电子学、电信技术;传输线和波导;波导、波导管、波导传输线;
TN787+.1 基本电子电路;脉冲电路;脉冲调制;脉冲幅度调制;
TM541 工业技术;电工技术;电器;电阻器、电位器;固定电阻器;
U264.7+3 交通运输;铁路运输;机车工程;电力机车;保护装置;过负荷保护;
TN948.41 无线电电子学、电信技术;电视;电视设备;电视节目制作设备;摄像机;
TN248.4 无线电电子学;光电子技术、激光技术;激光技术、微波激射技术;激光器;半导体激光器;
TN365 无线电电子学;半导体技术;半导体光电器件;半导体激光器件;
TN379 无线电电子学、电信技术;半导体技术;半导体热电器件、热敏电阻;敏感器件;
TN643+.8 无线电电子学、电信技术;电子元件、组件;电声器件;扬声器;立体声扬声器;
TM643 电工技术;发电、发电厂;配电设备和电气接线;开关设备;
TN722.5 无线电电子学、电信技术;基本电子电路;放大技术、放大器;放大器;
TM563+.1 电工技术;电器;开关电器、断路器;熔断器、保险丝装置;限流熔断器;
TN379 无线电电子学、电信技术;导体技术;半导体热电器件、热敏电阻;敏感器件;
TN135+.1 真空电子技术;气体放电器件、离子管;脉冲放电管;火花放电管;
TN919.82 电信技术;通信;图像通信、多媒体通信;图像终端、多媒体终端;
TN772 基本电子电路;倍频器、分频器、变频器;分频器;
TM563 电工技术;电器;开关电器、断路器;熔断器、保险丝装置;
TN722 无线电电子学、电信技术;基本电子电路;放大技术、放大器;放大器;
TM563 电工技术;电器;开关电器、断路器;熔断器、保险丝装置;
TM563+.1 电工技术;电器;开关电器、断路器;熔断器、保险丝装置;限流熔断器;
TN629.1 无线电电子学、电信技术;电子元件、组件;微波传输控制元件;空腔谐振器;
TN929.5 无线电电子学、电信技术;无线通信;移动通信;
TM923.31 电气化、电能应用;电气照明;灯泡、灯管;白热灯泡、白炽灯;
TM383.1 电工技术;电机;微电机;控制用微电机;自整角机;
TM552 电器;电感器、线圈、扼流圈;磁芯电感线圈;
TN787 无线电电子学、电信技术;基本电子电路;脉冲技术、脉冲电路;脉冲调制、解调，脉冲调制器;
TP331.1 计算机技术;电子数字计算机;基本电路;逻辑电路;
[TM131.5] 电工技术;电工基础理论;电路理论;线性电路;逻辑电路;
TN79+1 电信技术;基本电子电路;数字电路;逻辑电路;
TL54+4 工业技术;原子能技术;加速器;循环加速器;同步加速器;
TN243 工业技术;无线电电子学、电信技术;光电子技术、激光技术;激光技术、微波激射技术;激光器结构;
TN711.2 无线电电子学、电信技术;基本电子电路;网络;有源网络;
TM411+.3 变压器;电力变压器;油浸式电力变压器;自耦变压器;
TN787+.1 基本电子电路;脉冲技术、脉冲电路;脉冲调制、解调，脉冲调制器;脉冲幅度调制;
TN713+.1 基本电子电路;滤波技术、滤波器;各形滤波器;
U228.3+1 电气化铁道的干扰与防干扰;对无线电设备的干扰及防护;对机场通信的干扰及防护;
TN973.3 电信技术;电子对抗（干扰及抗干扰）;反干扰;抗干扰技术;
TN918.91 无线电电子学、电信技术;通信;通信保密与通信安全;通信安全技术;
TM923.31 电工技术;电气化、电能应用;电气照明;灯泡、灯管;白热灯泡、白炽灯;
TN820.8 无线电电子学、电信技术;无线电设备、电信设备;天线;天线辅助设备;
TN643+.2 无线电电子学、电信技术;电子元件;电声器件;扬声器;电动扬声器;
TN641+.1 无线电电子学、电信技术;电声器件;传声器;变阻式传声器;
TN642+.2 无线电电子学、电信技术;电子元件、组件;电声器件;受话器;电动受话器;
